Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,Pakistan,PAK,64.06047821,67.65184021,65.00493622,68.8660965,68.62761688,68.90061188,66.99114227,69.85822296,68.62934113,69.06681061,..,..,71.11599731,69.27658081,69.28746033,..
"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Argentina,ARG,..,98.51077271,..,..,99.00176239,98.92807007,98.99983978,99.0999527,99.09120941,98.93282318,99.20877075,99.14309692,..,99.06204224,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Bangladesh,BGD,..,..,43.74084854,..,..,..,55.11943817,54.23603821,57.78900146,57.8609314,62.25299072,69.89720917,70.08570099,71.18193817,71.94838715,72.00478363
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Brazil,BRA,..,89.85559082,90.22801208,90.21955109,90.41121674,90.68170166,91.63314819,91.62490082,91.76496124,92.06051636,92.34378815,93.02120209,93.24371338,93.42507172,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Colombia,COL,92.91124725,92.22059631,92.8456192,93.4353714,93.41513062,93.48679352,93.66712952,..,..,94.48465729,94.41581726,94.89022064,..,95.31891632,95.46903229,95.87506104
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,India,IND,..,50.82376099,..,..,..,..,59.27732086,..,..,..,..,..,..,65.79080963,..,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Mexico,MEX,90.21041107,89.8345108,91.35555267,91.45361328,92.11624908,91.85341644,92.33827972,93.17923737,92.90393829,93.59133911,93.48549652,93.96852112,94.16575623,94.60804749,..,94.49513245
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,Pakistan,PAK,35.36751938,39.61323166,38.45775986,40.08118057,40.31462097,41.01552963,41.97539139,43.07189178,41.97494125,44.28342056,..,..,46.46767044,45.39839935,46.49003983,..
"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Argentina,ARG,115.2991486,117.2033005,118.0511093,118.5934601,117.905983,116.9757614,115.6147308,114.2271729,112.0119476,111.459671,111.3034134,110.7391815,109.7414627,109.6591721,109.5162964,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Bangladesh,BGD,101.6478119,102.416153,101.6202469,99.5429306,102.9275665,105.9745483,..,..,..,..,..,..,114.9886627,116.4663391,..,119.5564499
"School enrollment, primary (% gross)",SE.PRM.ENRR,Brazil,BRA,133.2621613,..,128.1797943,132.0552063,131.1651611,..,106.9850616,108.8190231,114.5027695,114.8582001,113.3699722,114.5202789,115.9717789,114.476532,111.9657822,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Canada,CAN,97.36457062,98.88063049,98.96647644,98.01331329,99.00879669,98.64160156,98.1893692,99.51828003,100.3407135,101.5366592,102.4850769,101.0238724,100.9436798,101.501091,100.9897537,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Colombia,COL,121.526619,122.4302368,123.1524734,123.645752,124.5789108,120.3232117,117.6694717,114.9600525,116.2692108,114.5444183,115.2318878,116.2337036,114.9832687,114.5266571,114.0009918,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,India,IND,..,..,110.0201187,110.6973801,109.4510727,109.1013718,108.3233566,109.7612991,110.583313,107.8644104,108.4852295,114.5383224,112.9578629,..,96.82868195,99.90045929
"School enrollment, primary (% gross)",SE.PRM.ENRR,Mexico,MEX,108.6008377,108.1747665,108.7997131,109.4244232,110.5452805,110.6334915,110.5407562,110.4134521,109.4414825,108.0057526,106.6061096,106.2777328,105.7700119,105.0280685,104.6558228,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,Pakistan,PAK,81.27757263,77.92784882,83.10394287,83.24307251,83.89859772,84.59361267,80.85917664,80.37718964,79.65857697,84.30747223,85.08992004,91.31745911,90.58917236,94.32820129,95.48413849,..
"School enrollment, primary (% gross)",SE.PRM.ENRR,United States,USA,101.8740234,..,..,..,..,..,..,..,99.45543671,99.67337799,100.2999115,101.3628616,101.8214417,101.2565613,100.9813004,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Argentina,ARG,115.8330917,117.5447235,118.2247772,118.8308334,118.1700211,117.7034378,116.2863922,114.8913803,112.4775314,111.5726318,111.3686981,110.8675385,109.8510818,109.6044083,109.4128876,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Bangladesh,BGD,99.43054962,99.68595123,98.141922,96.61228943,100.5688477,102.82547,..,..,..,..,..,..,111.0868073,112.3574524,..,114.3500214
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Brazil,BRA,137.2152252,..,131.2835999,136.5995331,133.9461365,..,110.9731598,111.304451,116.8506393,117.3061905,115.6682587,115.9730988,117.9199219,115.9605103,114.4892273,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Canada,CAN,97.77118683,99.23444366,99.20018768,98.10118103,98.93639374,98.39224243,97.84992981,99.0009079,99.80014801,100.9486923,102.0841522,100.9814529,101.062439,101.7166214,101.2723236,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Colombia,COL,122.5994873,123.2248001,123.5725632,123.9046478,124.7536087,121.3099976,119.5957031,116.7949295,117.725563,116.3537674,116.9787903,117.800972,116.7746887,116.2171631,115.852272,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,India,IND,..,..,110.3839493,109.6691666,107.8146515,107.6827469,106.5544815,107.7894669,104.7486877,102.3568878,102.8335037,106.4179001,105.5810089,..,95.93580627,98.9871521
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Mexico,MEX,109.5725479,109.2462234,109.8989563,110.4972076,111.5010605,111.4043198,111.1703186,110.8946762,109.8597488,108.2996826,106.7350769,106.2245789,105.516571,104.709877,104.191803,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,Pakistan,PAK,91.5045929,86.64994812,90.36279297,90.03914642,90.20036316,90.99826813,86.69284058,85.64099121,84.96420288,90.68501282,91.42446136,98.2248764,96.99446106,101.9784775,101.2893066,..
"School enrollment, primary, male (% gross)",SE.PRM.ENRR.MA,United States,USA,102.411377,..,..,..,..,..,..,..,99.85974884,99.83744049,100.3120422,101.4457779,102.2044601,101.3142395,100.634079,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Argentina,ARG,114.7470779,116.8499985,117.8712921,118.34758,117.6324081,116.2216721,114.9186401,113.5387573,111.5293427,111.3425522,111.2357025,110.6060715,109.6277771,109.7159729,109.623558,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Bangladesh,BGD,103.9545364,105.2583923,105.2410431,102.5926285,105.3820877,109.2534485,..,..,..,..,..,..,119.0579605,120.7517471,..,124.987381
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Brazil,BRA,129.164566,..,124.8782883,127.313118,128.1880341,..,102.8715515,106.1904678,112.0406113,112.3075104,110.9740067,112.9834213,113.9252396,112.9145279,109.3679276,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Canada,CAN,96.93871307,98.50982666,98.72110748,97.92086029,99.08512878,98.90505981,98.54882813,100.0669785,100.9137268,102.1586838,102.907959,101.0684662,100.8191376,101.2753983,100.6940231,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Colombia,COL,120.4071808,121.6014404,122.7143021,123.3756485,124.3965836,119.2928467,115.6577301,113.0435104,114.7479172,112.654007,113.405983,114.5958328,113.1108627,112.7591171,112.0647125,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,India,IND,..,..,109.6115799,111.8521576,111.2892838,110.6951218,110.3103638,111.9744263,117.1203766,114.0187607,114.780571,123.5551376,121.1273727,..,97.81433868,100.9082413
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Mexico,MEX,107.5982437,107.0704193,107.6687775,108.3209534,109.5611877,109.8384171,109.8900986,109.9152985,109.0077515,107.7004013,106.4718628,106.333168,106.0346909,105.3607101,105.1412582,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,Pakistan,PAK,70.34327698,68.56942749,75.2917099,75.90518188,77.07290649,77.63803864,74.51299286,74.64865875,73.89344025,77.39932251,78.25324249,83.88246918,83.70681763,86.11134338,89.24362946,..
"School enrollment, primary, female (% gross)",SE.PRM.ENRR.FE,United States,USA,101.3106003,..,..,..,..,..,..,..,99.0333786,99.50208282,100.287262,101.276413,101.4219971,101.196373,101.3437424,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Argentina,ARG,92.76067352,91.81352997,91.91613007,93.23705292,96.61971283,99.50125885,101.5350037,103.4764786,105.0414124,106.0355606,106.9464722,108.4623337,108.7335968,107.6472778,108.2308426,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Bangladesh,BGD,46.96282959,47.52978134,48.30105972,46.24111938,49.99824142,51.63769913,52.43136978,55.20996857,60.16873932,..,65.62918854,71.41584015,69.66316986,72.69059753,72.55812836,74.3600769
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Brazil,BRA,101.2919922,..,95.16999817,96.72012329,96.66548157,..,95.26338196,93.42028809,102.6035767,101.3885269,100.6081696,102.0632629,101.3137894,105.0091095,103.9523773,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Canada,CAN,101.3911896,101.7282486,101.9034882,102.3444366,102.7344437,102.3984833,103.3489609,109.9874878,109.4859924,109.3330994,110.3565292,112.5142822,113.7628632,114.1235123,114.3332672,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Colombia,COL,82.86219788,86.28616333,89.21082306,90.78518677,95.26943207,97.54611969,99.15142822,95.40425873,96.14040375,94.9876709,94.7192688,95.01463318,95.73023224,97.50623322,100.8063126,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,India,IND,53.96905899,54.88293839,57.27587128,60.35649109,59.61365128,63.11619949,66.2507019,69.01283264,68.75911713,74.1415329,73.8656311,75.09179688,73.47688293,74.37950897,73.79296875,75.48119354
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Mexico,MEX,82.30407715,84.08560181,84.90705109,86.42752838,85.93801117,87.0699234,88.19017792,90.66719818,93.3275528,97.34338379,100.8327408,102.4040604,104.3850327,105.103363,104.6472397,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,Pakistan,PAK,25.63673973,30.86035919,32.90158081,33.03702927,32.85655975,33.17972946,33.76794052,34.9048996,36.00167084,37.32049179,39.60364914,40.9597702,40.40158844,42.67465973,44.8681488,..
"School enrollment, secondary (% gross)",SE.SEC.ENRR,United States,USA,95.0524826,..,..,..,..,..,..,..,96.18649292,96.92453766,97.65254974,98.76992798,98.95233917,99.27558136,100.0634308,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Argentina,ARG,88.82038879,87.36026764,87.02944183,87.90686798,91.45230103,94.99504089,96.61753845,99.12242126,101.2330017,102.5928116,103.8439713,106.0881805,106.5118332,105.4238968,106.1297226,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Bangladesh,BGD,45.50960922,46.25743103,47.08351135,43.57575989,48.1570015,48.71955872,48.81148148,51.73942184,57.85261917,..,61.77819824,67.97476196,64.34774017,67.35347748,67.0911026,67.54805756
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Brazil,BRA,96.51869965,..,89.76165009,91.12729645,91.45065308,..,90.85148621,89.53225708,98.98101807,97.30409241,97.93479919,99.7387619,99.78598022,103.4190063,101.3035965,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Canada,CAN,102.4870605,102.7323608,103.0018997,103.5259323,103.9080811,103.5829773,104.3807678,110.1125031,109.363327,109.0323029,109.8839493,111.6930923,113.0466766,113.5315323,113.869751,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Colombia,COL,78.66983032,81.62586975,84.49651337,86.426651,90.63372803,93.01107788,94.92404175,91.36876678,92.39228821,91.38948822,91.45410156,92.05164337,93.11688232,95.03002167,98.36582184,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,India,IND,58.42649841,59.05300903,60.83147049,63.3456192,61.48292923,64.90872955,67.65908813,70.23729706,68.11627197,73.34300995,73.1364975,74.24894714,72.95886993,73.86634827,73.14083099,75.66000366
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Mexico,MEX,80.5658493,81.9230423,82.3140564,83.34577179,82.55104828,83.83090973,85.15087128,87.75827789,90.76838684,94.69579315,97.6499176,98.75592041,100.6593628,100.7587128,99.92178345,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,Pakistan,PAK,..,34.61246109,37.23604965,37.3730011,36.49200821,37.27687073,38.34420013,40.00703049,41.33398819,41.47291183,43.95138931,45.02035904,44.38486862,45.92734146,47.89506912,..
"School enrollment, secondary, male (% gross)",SE.SEC.ENRR.MA,United States,USA,94.20211029,..,..,..,..,..,..,..,96.06963348,96.36253357,97.15371704,99.05283356,99.19851685,99.73565674,100.9021225,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Argentina,ARG,96.80098724,96.38414764,96.93862152,98.72424316,101.948082,104.15448,106.6154709,107.9771423,108.9802322,109.5981064,110.1584091,110.9198685,111.0334625,109.9492188,110.4068527,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Bangladesh,BGD,48.4769516,48.85300827,49.56628036,49.01089096,51.91283035,54.67509079,56.19821167,58.82461166,62.58472824,..,69.65406036,75.01081085,75.21749115,78.27072906,78.27726746,81.48805237
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Brazil,BRA,106.2145386,..,100.83815,102.6016083,102.1236267,..,99.85424042,97.46163177,106.3849411,105.7373962,103.4027176,104.5020065,102.9063187,106.6633224,106.7609863,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Canada,CAN,100.2343826,100.6695023,100.7483673,101.104248,101.5036087,101.1566925,102.2668762,109.8560715,109.6153183,109.6512222,110.8576202,113.3864594,114.5206375,114.7476807,114.8205338,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Colombia,COL,87.22846222,91.13822937,94.11921692,95.3237915,100.0971603,102.2693787,103.552948,99.60598755,100.0441666,98.73783112,98.12564087,98.10569763,98.45749664,100.0914536,103.3546295,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,India,IND,49.01576996,50.23820114,53.30596924,57.01189041,57.51856995,61.10480118,64.66925049,67.63686371,69.48177338,75.03926086,74.68528748,76.03894806,74.05850983,74.95496368,74.52295685,75.28150177
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Mexico,MEX,84.03331757,86.24868011,87.52310181,89.55883789,89.39710999,90.38813782,91.30687714,93.64716339,95.947052,100.0534668,104.0937805,106.1494064,108.219902,109.5876083,109.5373993,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,Pakistan,PAK,..,26.89195061,28.31261063,28.43841934,28.99180031,28.81164932,28.87335014,29.42892075,30.26078987,32.83697128,34.89731979,36.55670166,36.08089066,39.14799118,41.59032059,..
"School enrollment, secondary, female (% gross)",SE.SEC.ENRR.FE,United States,USA,95.9484787,..,..,..,..,..,..,..,96.30905914,97.51304626,98.17357635,98.47470856,98.69555664,98.79605865,99.18945313,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Argentina,ARG,63.96667099,66.96472931,66.41162872,68.05695343,70.20645905,73.23139954,76.29740143,77.44628906,78.22389984,80.99581146,84.0019989,87.21344757,89.95851898,91.6006012,95.44790649,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Bangladesh,BGD,6.446700096,7.361199856,7.932970047,8.884090424,10.8580904,..,13.69155979,13.80099964,13.5304203,13.86507988,13.78740978,17.87435913,18.15146065,20.5650692,24.01688957,22.83039093
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Brazil,BRA,25.98962975,..,30.78668976,35.56209946,37.03839874,..,43.45983124,45.17753983,47.05736923,50.17644882,51.32004166,50.73448944,51.57070923,53.25735092,55.13629913,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Canada,CAN,..,..,63.60005951,63.76739883,63.0657692,61.65584946,63.46731949,63.98077011,65.33229828,65.61290741,64.78695679,66.43917847,68.92250824,70.11302185,75.69882202,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Colombia,COL,30.69215965,32.69947815,33.74993896,36.07695007,37.51898956,39.41331863,43.03231049,45.30730057,48.73310852,51.41638184,53.28213882,55.48424911,56.43402863,55.32749176,54.97652054,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,India,IND,10.67963982,11.4863596,13.12668037,15.04720974,16.03092957,17.83387947,22.76465034,24.26798058,23.79483032,25.43213081,26.76898956,26.82921982,27.44212914,28.06055069,28.57290077,29.44132996
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Mexico,MEX,24.21640015,24.79043007,25.42106056,26.11203003,26.58672905,27.56347084,28.34149933,29.4718399,30.30003929,31.0941391,31.8190403,38.43338013,40.22895813,41.52280045,42.83069992,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,Pakistan,PAK,4.923419952,4.986420155,5.615320206,5.55546999,6.798860073,..,8.295140266,9.39550972,9.730730057,9.659850121,9.225899696,9.032739639,9.348919868,8.9584198,12.22064018,..
"School enrollment, tertiary (% gross)",SE.TER.ENRR,United States,USA,80.63482666,..,..,..,..,..,..,..,88.72641754,88.6268692,88.88941193,88.83505249,88.16738892,88.29917908,87.88871002,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Argentina,ARG,52.59029,53.6077,53.17609,54.44815,56.4313,58.88202,60.00511,60.60361,60.34128,62.19477,64.05334,65.87956,67.77473,..,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Bangladesh,BGD,8.41769,9.41337,10.16529,11.40082,13.53788,..,16.13323,15.994,..,15.92644,..,20.95333,21.27599,24.01696,27.86777,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Brazil,BRA,22.76261,..,27.19052,31.06568,31.90576,..,37.57003,..,..,..,..,..,..,..,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Canada,CAN,..,..,53.7555,53.6511,52.796,52.04627,53.84628,54.81435,56.15423,56.37053,55.53108,56.98357,59.06871,60.16537,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Colombia,COL,29.50936,31.31875,32.2619,36.18753,36.5479,37.54723,40.98465,42.54465,45.42249,47.74614,49.2762,51.3698,52.19238,51.09034,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,India,IND,12.3362,13.15273,15.22165,..,18.50692,20.33295,25.16253,..,24.35854,25.46224,26.72463,26.63853,26.91141,27.17026,27.11052,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Mexico,MEX,24.52151,25.18381,25.8097,26.48113,26.89417,27.87713,28.64911,29.78086,30.64125,31.35193,32.07144,38.30063,39.8398,40.74708,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,Pakistan,PAK,5.25631,5.38487,6.06515,6.00125,7.34529,..,8.61006,9.59332,9.82275,9.36887,9.82605,9.6313,9.97807,9.55403,..,..
"School enrollment, tertiary, male (% gross)",SE.TER.ENRR.MA,United States,USA,66.93172,68.77082,69.41766,70.93422,73.27885,77.70586,79.01522,78.17828,75.07691,75.39736,75.75902,76.06227,74.99719,74.89505,..,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Argentina,ARG,75.46852875,80.48403168,79.81720734,81.85146332,84.18763733,87.82827759,92.92044067,94.67601013,96.5550766,100.3012238,104.5159073,109.1672134,112.798439,114.6464462,120.2840424,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Bangladesh,BGD,4.3979702,5.228109837,5.627389908,6.311450005,8.118780136,..,11.19707012,11.55667019,10.96611023,11.74298,11.0752697,14.68115044,14.91032982,16.98328972,20.01847076,19.84238052
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Brazil,BRA,29.26807976,..,34.40193939,40.17340851,42.16416931,..,49.34313965,51.91661835,54.13417053,57.89120865,58.80435181,59.05104828,59.72615051,61.59022903,64.3465271,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Canada,CAN,..,..,73.95900726,74.44554138,73.92633057,71.8228302,73.63205719,73.58981323,74.91763306,75.26596069,74.48036957,76.38455963,79.29238892,80.57795715,86.50887299,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Colombia,COL,31.90497017,34.11875153,35.28256989,35.96286011,38.52225113,41.34383011,45.15119934,48.16622925,52.1595192,55.21667862,57.43416977,59.74895859,60.83253098,59.72433853,59.04463959,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,India,IND,8.852190018,9.646220207,10.81169987,..,13.28658009,15.05774021,20.09417915,..,23.16390991,25.39834976,26.81880951,27.04351997,28.03871918,29.06164932,30.21796036,31.29393959
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Mexico,MEX,23.92173958,24.41291046,25.04818916,25.75688934,26.28899956,27.25700951,28.03771973,29.16374969,29.95729065,30.83395004,31.56361961,38.56782913,40.62316895,42.30899811,43.99684906,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,Pakistan,PAK,4.571519852,4.565269947,5.140049934,5.084589958,6.221819878,..,7.962850094,9.186710358,9.633509636,9.96778965,8.589209557,8.395770073,8.677350044,8.320440292,12.11791992,..
"School enrollment, tertiary, female (% gross)",SE.TER.ENRR.FE,United States,USA,95.19016266,..,..,..,..,..,..,..,103.1126099,102.5993881,102.7473297,102.2938004,102.0113297,102.3540421,102.4253311,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Argentina,ARG,3.860009909,4.128210068,4.462600231,4.844409943,5.531050205,5.019710064,5.290629864,5.345829964,5.436610222,5.361440182,5.776110172,5.545489788,5.454319954,4.945519924,4.802370071,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Bangladesh,BGD,..,2.131289959,2.202219963,2.05456996,1.939419985,..,2.132699966,2.175499916,1.966160059,..,..,1.535539985,..,..,1.326320052,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Brazil,BRA,4.4790802,4.870600224,4.974259853,5.268839836,5.463550091,5.648799896,5.737410069,5.855100155,5.838850021,5.948480129,6.24105978,6.314040184,6.32047987,6.088510036,..,..
"Public spending on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,Canada,CAN,4.765880108,..,4.766409874,4.62612009,4.840579987,5.356369972,5.262050152,..,..,..,..,..,..,..,..,..
